team_id,p_runs,p_era,p_whip,p_strikeoutWalkRatio,p_ops,h_ops,h_leftOnBase,h_runs,h_hits,h_avg,wins
2013158,4.735632183908046,4.22,1.35,2.47,.740,.716,6.781609195402299,4.0,8.908045977011493,.258,74
2014158,4.055555555555555,3.62,1.24,2.94,.701,.726,6.4222222222222225,4.388888888888889,8.78888888888889,.256,82
2015158,4.604651162790698,4.27,1.35,2.65,.750,.698,6.22093023255814,3.9767441860465116,8.511627906976743,.250,68
2016158,4.785714285714286,4.49,1.43,2.09,.795,.718,6.857142857142857,4.0,8.142857142857142,.248,73
2017158,4.47191011235955,4.08,1.36,2.35,.763,.779,6.573033707865169,4.977528089887641,8.707865168539326,.255,86
2018158,3.741573033707865,3.56,1.21,2.52,.675,.722,6.51685393258427,4.337078651685394,8.134831460674157,.243,96
2019158,4.934065934065934,4.61,1.36,2.71,.759,.770,7.043956043956044,4.747252747252747,8.406593406593407,.245,89
2021158,3.8181818181818183,3.50,1.18,2.89,.655,.691,6.840909090909091,4.375,7.181818181818182,.220,95
2022158,4.154761904761905,3.75,1.24,2.95,.686,.726,6.523809523809524,4.559523809523809,7.845238095238095,.235,86
2023158,4.370786516853933,4.10,1.27,2.52,.717,.688,6.52808988764045,4.247191011235955,7.617977528089888,.231,92
2024158,3.956043956043956,3.76,1.26,2.53,.701,.732,7.164835164835165,4.824175824175824,8.725274725274724,.256,93
2008108,4.01123595505618,3.76,1.28,2.20,.709,.708,6.617977528089888,4.292134831460674,8.764044943820224,.258,100
2009108,4.914634146341464,4.71,1.44,1.95,.774,.781,6.890243902439025,5.2560975609756095,9.646341463414634,.281,97
2010108,4.712643678160919,4.39,1.42,1.98,.755,.725,6.436781609195402,4.632183908045977,8.655172413793103,.257,80
2011108,3.6179775280898876,3.28,1.24,2.22,.673,.703,6.865168539325842,3.797752808988764,8.775280898876405,.256,86
2012108,3.929411764705882,3.66,1.27,2.19,.688,.742,6.788235294117647,4.376470588235295,9.141176470588235,.269,89
2013108,4.625,4.23,1.37,2.34,.734,.752,6.9772727272727275,4.6477272727272725,9.261363636363637,.267,78
2014108,4.125,3.85,1.24,2.54,.669,.759,7.125,4.965909090909091,9.284090909090908,.266,98
2015108,3.7951807228915664,3.61,1.20,2.80,.678,.706,6.325301204819277,4.168674698795181,8.289156626506024,.248,85
2016108,4.77906976744186,4.53,1.41,2.24,.781,.740,6.674418604651163,4.534883720930233,9.13953488372093,.267,74
2017108,4.377777777777778,4.23,1.28,2.80,.744,.694,6.377777777777778,4.133333333333334,8.133333333333333,.242,80
2018108,4.2,3.86,1.32,2.64,.740,.724,6.888888888888889,4.344444444444444,8.255555555555556,.242,80
2019108,5.054945054945055,4.94,1.36,2.50,.776,.775,7.142857142857143,5.021978021978022,8.901098901098901,.260,72
2021108,5.244186046511628,4.97,1.40,2.39,.748,.762,6.244186046511628,4.941860465116279,8.732558139534884,.258,77
2022108,4.190476190476191,3.89,1.24,2.63,.697,.692,6.333333333333333,4.023809523809524,7.690476190476191,.232,73
2023108,4.711111111111111,4.35,1.35,2.40,.728,.773,6.955555555555556,4.866666666666666,8.666666666666666,.256,73
2024108,4.910112359550562,4.58,1.32,2.05,.724,.683,6.247191011235955,4.033707865168539,7.831460674157303,.235,63
2008109,4.382022471910112,3.92,1.27,2.70,.704,.734,6.887640449438202,4.415730337078652,8.224719101123595,.247,82
2009109,4.869047619047619,4.33,1.39,2.14,.748,.723,7.226190476190476,4.380952380952381,8.404761904761905,.244,70
2010109,5.776470588235294,5.39,1.53,1.85,.818,.749,7.0588235294117645,4.552941176470588,8.541176470588235,.251,65
2011109,4.382022471910112,4.03,1.31,2.30,.731,.735,6.595505617977528,4.50561797752809,8.49438202247191,.250,94
2012109,4.333333333333333,4.05,1.32,2.72,.744,.749,7.0476190476190474,4.380952380952381,8.785714285714286,.262,81
2013109,4.068181818181818,3.79,1.28,2.58,.728,.720,7.034090909090909,4.306818181818182,9.090909090909092,.261,81
2014109,4.714285714285714,4.31,1.35,2.80,.757,.698,6.868131868131868,4.010989010989011,8.802197802197803,.254,64
2015109,4.518072289156627,4.21,1.31,2.43,.740,.729,7.180722891566265,4.554216867469879,9.265060240963855,.264,79
2016109,5.080459770114943,4.77,1.43,2.26,.779,.771,7.0344827586206895,4.574712643678161,9.436781609195402,.270,69
2017109,3.8505747126436782,3.39,1.24,2.92,.684,.776,6.793103448275862,5.114942528735632,9.0,.261,93
2018109,3.7888888888888888,3.51,1.22,2.84,.695,.709,6.522222222222222,4.488888888888889,7.733333333333333,.232,82
2019109,4.516483516483516,4.27,1.30,2.72,.740,.769,6.956043956043956,5.0989010989010985,9.164835164835164,.259,85
2021109,5.579545454545454,5.22,1.46,2.29,.812,.678,7.25,4.181818181818182,7.886363636363637,.232,52
2022109,4.759036144578313,4.36,1.33,2.30,.731,.682,6.493975903614458,4.228915662650603,7.265060240963855,.221,74
2023109,4.674157303370786,4.40,1.33,2.46,.742,.758,6.730337078651686,4.98876404494382,8.820224719101123,.260,84
2024109,4.844444444444444,4.65,1.36,2.46,.764,.737,6.7555555555555555,4.933333333333334,8.644444444444444,.255,89
2008110,4.659090909090909,4.37,1.45,1.39,.750,.753,6.909090909090909,4.681818181818182,9.011363636363637,.261,68
2009110,5.428571428571429,5.09,1.49,1.82,.812,.750,6.892857142857143,4.7023809523809526,9.261904761904763,.269,64
2010110,5.404761904761905,5.14,1.52,1.75,.809,.698,7.380952380952381,3.5833333333333335,8.833333333333334,.258,66
2011110,5.08235294117647,4.66,1.43,1.97,.783,.724,7.047058823529412,4.070588235294117,9.011764705882353,.260,69
2012110,4.535714285714286,4.02,1.30,2.42,.721,.707,6.071428571428571,4.178571428571429,8.202380952380953,.241,93
2013110,4.50561797752809,4.35,1.32,2.28,.751,.764,6.337078651685394,4.786516853932584,9.280898876404494,.267,85
2014110,4.089887640449438,3.86,1.34,2.12,.735,.746,7.179775280898877,4.415730337078652,9.426966292134832,.268,96
2015110,3.9404761904761907,3.72,1.27,2.54,.713,.732,5.988095238095238,4.464285714285714,8.571428571428571,.257,81
2016110,4.619047619047619,4.39,1.42,2.23,.776,.797,6.690476190476191,5.119047619047619,9.392857142857142,.271,89
2017110,5.395348837209302,5.13,1.52,2.01,.819,.730,6.569767441860465,4.372093023255814,8.80232558139535,.253,75
2018110,5.125,4.83,1.49,2.17,.809,.668,6.420454545454546,3.590909090909091,7.75,.227,47
2019110,6.067415730337078,5.59,1.47,2.13,.839,.705,6.47191011235955,4.213483146067416,8.224719101123595,.240,54
2021110,5.523255813953488,5.53,1.46,2.38,.796,.699,6.372093023255814,4.127906976744186,7.953488372093023,.238,52
2022110,4.345238095238095,3.99,1.30,2.56,.730,.683,6.845238095238095,4.107142857142857,7.773809523809524,.230,83
2023110,4.482758620689655,4.20,1.31,2.99,.735,.741,6.620689655172414,4.839080459770115,8.517241379310345,.252,101
2024110,3.977777777777778,3.57,1.17,2.95,.665,.776,6.666666666666667,5.155555555555556,8.855555555555556,.256,91
2008111,4.0978260869565215,3.80,1.33,1.98,.696,.797,7.5978260869565215,4.934782608695652,9.521739130434783,.278,95
2009111,4.325301204819277,4.08,1.37,2.33,.734,.793,7.542168674698795,5.204819277108434,9.08433734939759,.265,95
2010111,4.635294117647059,4.33,1.36,1.96,.723,.816,7.447058823529412,5.4,9.576470588235294,.275,89
2011111,4.160919540229885,3.95,1.27,2.14,.690,.802,7.574712643678161,5.287356321839081,9.60919540229885,.276,90
2012111,4.4941176470588236,4.20,1.30,2.45,.728,.772,6.882352941176471,5.047058823529412,9.364705882352942,.269,69
2013111,4.1,3.83,1.34,2.42,.730,.796,7.533333333333333,5.088888888888889,9.6,.278,97
2014111,4.314606741573034,3.87,1.31,2.85,.726,.686,7.426966292134831,3.752808988764045,8.280898876404494,.243,71
2015111,4.705882352941177,4.46,1.36,2.55,.745,.721,7.235294117647059,4.211764705882353,8.83529411764706,.257,78
2016111,4.976190476190476,4.52,1.35,2.57,.750,.836,7.619047619047619,5.666666666666667,10.428571428571429,.292,93
2017111,4.137931034482759,3.83,1.25,3.62,.726,.764,7.045977011494253,4.919540229885057,9.298850574712644,.270,93
2018111,3.7333333333333334,3.57,1.21,3.19,.678,.796,6.911111111111111,5.355555555555555,9.38888888888889,.269,108
2019111,5.011111111111111,4.59,1.34,2.98,.750,.806,7.377777777777778,5.655555555555556,9.71111111111111,.272,84
2021111,4.386363636363637,4.00,1.39,2.75,.746,.757,6.420454545454546,5.079545454545454,8.75,.258,92
2022111,4.048192771084337,3.70,1.22,2.75,.683,.736,7.240963855421687,4.674698795180723,8.963855421686747,.259,78
2023111,4.696629213483146,4.38,1.29,2.96,.745,.754,7.01123595505618,4.910112359550562,9.0,.262,78
2024111,4.2444444444444445,3.61,1.19,3.36,.668,.737,7.088888888888889,4.611111111111111,8.622222222222222,.250,81
2008112,4.191011235955056,3.86,1.31,2.21,.722,.803,8.02247191011236,5.337078651685394,9.887640449438202,.283,97
2009112,4.098765432098766,3.83,1.34,2.04,.727,.722,7.432098765432099,4.160493827160494,8.432098765432098,.247,83
2010112,4.4941176470588236,3.91,1.33,2.40,.715,.721,7.1647058823529415,4.035294117647059,8.576470588235294,.255,75
2011112,4.943820224719101,4.55,1.47,1.95,.758,.717,7.022471910112359,4.089887640449438,9.067415730337078,.263,71
2012112,4.595238095238095,4.41,1.38,1.85,.741,.687,6.392857142857143,3.6904761904761907,8.369047619047619,.248,61
2013112,4.186046511627907,3.89,1.25,2.44,.699,.703,6.372093023255814,4.069767441860465,8.220930232558139,.241,66
2014112,4.057471264367816,3.69,1.27,2.64,.675,.672,6.459770114942529,3.839080459770115,8.057471264367816,.236,73
2015112,3.6867469879518073,3.33,1.17,3.35,.669,.694,7.240963855421687,3.927710843373494,8.168674698795181,.240,97
2016112,3.4823529411764707,3.19,1.12,2.88,.635,.779,7.4941176470588236,5.223529411764706,8.635294117647058,.253,103
2017112,4.430232558139535,4.07,1.30,2.51,.720,.745,6.965116279069767,4.5813953488372094,8.034883720930232,.240,92
2018112,3.9069767441860463,3.59,1.33,1.94,.690,.777,7.988372093023256,5.116279069767442,9.36046511627907,.267,95
2019112,4.444444444444445,4.09,1.32,2.49,.734,.788,6.788888888888889,5.055555555555555,8.555555555555555,.254,84
2021112,4.402298850574713,4.05,1.31,2.33,.719,.701,6.126436781609195,4.2298850574712645,7.32183908045977,.226,71
2022112,5.132530120481928,4.66,1.34,2.68,.755,.723,7.289156626506024,4.36144578313253,8.433734939759036,.248,74
2023112,4.2988505747126435,3.96,1.25,2.61,.692,.724,7.252873563218391,4.597701149425287,8.402298850574713,.248,83
2024112,4.373626373626373,3.91,1.26,2.79,.689,.679,6.824175824175824,4.1098901098901095,7.549450549450549,.229,83
2008113,4.877777777777778,4.44,1.43,2.27,.785,.726,7.3,4.266666666666667,8.344444444444445,.248,74
2009113,4.634146341463414,4.20,1.39,1.71,.750,.712,7.146341463414634,4.121951219512195,8.439024390243903,.249,78
2010113,4.383720930232558,4.24,1.41,1.86,.745,.788,7.186046511627907,4.965116279069767,9.406976744186046,.274,91
2011113,4.404494382022472,4.14,1.32,2.02,.737,.733,7.426966292134831,4.707865168539326,9.0561797752809,.260,79
2012113,3.738095238095238,3.40,1.22,3.00,.701,.730,6.75,4.214285714285714,8.345238095238095,.248,97
2013113,3.6931818181818183,3.41,1.18,3.01,.677,.721,7.511363636363637,4.375,8.511363636363637,.249,90
2014113,3.647727272727273,3.45,1.21,2.65,.675,.685,6.545454545454546,3.8863636363636362,8.215909090909092,.245,76
2015113,4.329268292682927,4.00,1.31,2.12,.713,.717,7.048780487804878,3.975609756097561,8.548780487804878,.249,64
2016113,6.0,5.49,1.54,1.65,.837,.699,5.651162790697675,4.3023255813953485,7.988372093023256,.238,68
2017113,5.372093023255814,5.16,1.43,2.10,.820,.780,6.965116279069767,4.825581395348837,9.0,.261,68
2018113,5.056179775280899,4.65,1.42,2.16,.780,.739,7.674157303370786,4.685393258426966,8.887640449438202,.257,67
2019113,3.9195402298850577,3.77,1.25,2.88,.701,.712,6.287356321839081,4.2298850574712645,7.827586206896552,.235,75
2021113,4.8604651162790695,4.48,1.37,2.39,.733,.750,6.895348837209302,4.9186046511627906,8.406976744186046,.250,83
2022113,5.457831325301205,5.39,1.43,2.33,.788,.680,5.9156626506024095,4.216867469879518,7.819277108433735,.238,62
2023113,5.134831460674158,4.91,1.45,2.26,.791,.754,7.179775280898877,5.01123595505618,8.741573033707866,.257,82
2024113,4.088888888888889,3.84,1.25,2.63,.699,.677,5.9222222222222225,4.2444444444444445,7.333333333333333,.225,77
2008114,4.465909090909091,4.25,1.37,2.17,.755,.714,6.909090909090909,4.3977272727272725,8.284090909090908,.246,81
2009114,5.5476190476190474,5.34,1.54,1.59,.805,.767,7.476190476190476,5.154761904761905,8.964285714285714,.261,65
2010114,5.023809523809524,4.65,1.50,1.47,.772,.704,7.25,4.095238095238095,8.285714285714286,.246,69
2011114,4.174418604651163,3.85,1.29,2.24,.712,.715,6.5813953488372094,4.348837209302325,8.383720930232558,.250,80
2012114,4.845238095238095,4.52,1.37,1.93,.736,.732,7.285714285714286,4.511904761904762,8.821428571428571,.258,68
2013114,4.670454545454546,4.47,1.38,2.26,.749,.753,6.840909090909091,4.8522727272727275,8.715909090909092,.257,92
2014114,4.568181818181818,4.00,1.36,2.63,.737,.716,7.1022727272727275,4.3977272727272725,8.704545454545455,.254,85
2015114,4.27710843373494,3.90,1.25,3.33,.706,.710,7.313253012048193,3.9879518072289155,8.385542168674698,.250,81
2016114,3.9411764705882355,3.63,1.21,2.93,.689,.754,6.517647058823529,4.858823529411764,8.941176470588236,.259,94
2017114,4.023529411764706,3.81,1.22,3.58,.702,.778,7.129411764705883,4.870588235294117,8.905882352941177,.262,102
2018114,4.160919540229885,3.90,1.18,3.85,.712,.763,6.919540229885057,5.057471264367816,8.862068965517242,.255,91
2019114,4.193181818181818,3.92,1.22,3.38,.727,.740,6.784090909090909,4.5,8.102272727272727,.244,93
2021114,4.571428571428571,4.48,1.32,2.56,.727,.686,5.845238095238095,4.238095238095238,7.333333333333333,.226,80
2022114,4.4625,4.05,1.26,2.66,.714,.684,6.6875,4.2625,8.2,.243,92
2023114,4.113636363636363,3.78,1.26,2.56,.696,.686,6.965909090909091,4.0227272727272725,8.454545454545455,.248,76
2024114,3.852272727272727,3.69,1.21,2.90,.704,.732,6.0227272727272725,4.954545454545454,8.170454545454545,.246,92
2008115,5.266666666666667,4.86,1.47,1.70,.785,.751,7.544444444444444,4.511111111111111,9.077777777777778,.263,74
2009115,4.578313253012048,4.30,1.39,2.11,.740,.768,6.903614457831325,4.975903614457831,8.55421686746988,.256,92
2010115,4.333333333333333,4.04,1.32,2.13,.708,.766,7.226190476190476,4.821428571428571,9.107142857142858,.267,83
2011115,4.568181818181818,4.21,1.36,2.06,.745,.732,7.056818181818182,4.431818181818182,8.568181818181818,.253,73
2012115,5.666666666666667,5.28,1.59,2.09,.851,.777,6.761904761904762,4.869047619047619,9.238095238095237,.268,64
2013115,4.595505617977528,4.33,1.39,2.19,.751,.759,7.044943820224719,4.595505617977528,9.292134831460674,.267,74
2014115,5.2967032967032965,5.07,1.45,1.91,.798,.778,6.527472527472527,4.78021978021978,9.604395604395604,.280,66
2015115,5.168674698795181,4.94,1.48,1.99,.803,.741,6.180722891566265,4.373493975903615,9.060240963855422,.266,68
2016115,5.294117647058823,5.04,1.44,2.36,.792,.793,6.729411764705882,5.176470588235294,9.4,.271,75
2017115,4.651685393258427,4.50,1.37,2.29,.762,.756,6.370786516853933,5.022471910112359,9.213483146067416,.269,87
2018115,4.977528089887641,4.77,1.38,2.47,.762,.742,6.370786516853933,4.696629213483146,8.629213483146067,.254,91
2019115,5.48314606741573,5.16,1.44,2.36,.804,.779,6.393258426966292,5.50561797752809,9.348314606741573,.266,71
2021115,4.942528735632184,4.72,1.38,2.20,.766,.706,6.735632183908046,4.287356321839081,8.03448275862069,.244,74
2022115,5.337349397590361,4.94,1.43,2.18,.781,.722,7.0843373493975905,4.457831325301205,8.879518072289157,.259,68
2023115,6.0,5.77,1.55,1.89,.850,.718,6.52808988764045,4.382022471910112,8.629213483146067,.255,59
2024115,5.8,5.47,1.53,1.84,.802,.695,6.5777777777777775,4.144444444444445,8.28888888888889,.244,61
2008116,4.75,4.41,1.47,1.34,.755,.767,7.261363636363637,4.715909090909091,9.340909090909092,.271,74
2009116,4.554216867469879,4.19,1.42,1.88,.753,.748,6.481927710843373,4.771084337349397,8.662650602409638,.258,86
2010116,4.542168674698795,4.29,1.39,1.86,.729,.766,7.710843373493976,4.626506024096385,9.481927710843374,.276,81
2011116,4.52808988764045,4.33,1.37,2.00,.734,.748,7.247191011235955,4.48314606741573,8.876404494382022,.263,95
2012116,4.470588235294118,4.00,1.33,2.95,.736,.748,6.905882352941177,4.470588235294118,9.105882352941176,.268,88
2013116,4.080459770114943,3.81,1.23,3.38,.679,.784,7.885057471264368,5.114942528735632,10.03448275862069,.282,93
2014116,4.352941176470588,4.04,1.32,2.68,.725,.771,6.6,4.635294117647059,9.447058823529412,.275,90
2015116,4.614457831325301,4.25,1.33,2.44,.754,.770,7.024096385542169,4.542168674698795,9.795180722891565,.280,74
2016116,4.8023255813953485,4.56,1.38,2.43,.768,.773,6.790697674418604,4.906976744186046,9.36046511627907,.270,86
2017116,5.094117647058823,4.91,1.44,2.20,.784,.757,6.764705882352941,4.752941176470588,8.670588235294117,.255,64
2018116,4.604395604395604,4.34,1.33,2.32,.748,.699,6.846153846153846,4.021978021978022,8.527472527472527,.248,64
2019116,5.488372093023256,4.99,1.42,2.49,.805,.674,6.709302325581396,3.616279069767442,7.9186046511627906,.232,47
2021116,4.908045977011494,4.65,1.38,2.32,.753,.695,6.540229885057471,4.137931034482759,7.735632183908046,.236,77
2022116,4.182926829268292,3.96,1.25,2.46,.690,.628,6.2926829268292686,3.182926829268293,7.548780487804878,.231,66
2023116,4.919540229885057,4.54,1.26,2.98,.718,.668,6.919540229885057,3.9195402298850577,7.804597701149425,.231,78
2024116,4.333333333333333,3.95,1.22,3.32,.690,.672,6.377777777777778,4.122222222222222,7.711111111111111,.230,86
2008117,4.844444444444444,4.48,1.44,1.96,.799,.728,6.733333333333333,4.377777777777778,8.866666666666667,.259,86
2009117,4.530120481927711,4.19,1.39,2.09,.766,.725,6.879518072289157,4.108433734939759,8.879518072289157,.263,74
2010117,4.905882352941177,4.48,1.48,2.05,.761,.642,6.411764705882353,3.5176470588235293,7.870588235294117,.237,76
2011117,5.022471910112359,4.64,1.43,2.10,.778,.695,7.191011235955056,3.932584269662921,8.98876404494382,.260,56
2012117,4.8352941176470585,4.47,1.39,2.36,.763,.695,6.764705882352941,4.011764705882353,8.235294117647058,.245,55
2013117,5.280898876404494,4.83,1.51,1.88,.816,.672,6.022471910112359,3.7865168539325844,7.808988764044944,.235,51
2014117,4.7032967032967035,4.40,1.37,2.27,.733,.690,6.769230769230769,3.802197802197802,7.923076923076923,.237,70
2015117,3.813953488372093,3.57,1.20,2.79,.676,.737,6.27906976744186,4.511627906976744,8.19767441860465,.244,86
2016117,4.162790697674419,3.87,1.29,3.09,.733,.743,6.9186046511627906,4.5,8.30232558139535,.244,84
2017117,4.103448275862069,3.92,1.22,3.27,.700,.850,6.827586206896552,5.816091954022989,10.045977011494253,.288,101
2018117,3.10989010989011,2.90,1.05,4.09,.617,.779,6.846153846153846,5.164835164835165,9.043956043956044,.265,103
2019117,4.0777777777777775,3.86,1.14,3.57,.693,.816,7.111111111111111,5.088888888888889,9.177777777777777,.269,107
2021117,3.9770114942528734,3.61,1.18,2.78,.670,.792,7.287356321839081,5.597701149425287,9.379310344827585,.273,95
2022117,3.3536585365853657,3.00,1.11,3.03,.624,.753,6.7317073170731705,4.487804878048781,8.0,.242,106
2023117,4.078651685393258,3.70,1.26,2.98,.714,.728,6.640449438202247,4.640449438202247,8.438202247191011,.249,90
2024117,4.355555555555555,4.14,1.32,2.33,.715,.744,6.822222222222222,4.766666666666667,9.077777777777778,.264,88
2008118,4.811111111111111,4.57,1.38,2.09,.755,.703,6.622222222222222,4.1,9.022222222222222,.262,75
2009118,4.734939759036145,4.30,1.37,2.06,.731,.714,6.650602409638554,3.9518072289156625,8.506024096385541,.252,65
2010118,4.811764705882353,4.59,1.41,1.86,.753,.744,7.235294117647059,4.435294117647059,9.83529411764706,.283,67
2011118,4.943181818181818,4.55,1.44,1.77,.780,.724,7.306818181818182,4.363636363636363,9.204545454545455,.265,71
2012118,4.554216867469879,4.31,1.43,2.01,.756,.722,6.843373493975903,4.132530120481928,9.228915662650602,.265,72
2013118,4.011764705882353,3.74,1.31,2.38,.724,.691,6.658823529411765,4.0588235294117645,8.776470588235295,.258,86
2014118,3.9318181818181817,3.66,1.28,2.64,.702,.690,6.761363636363637,4.136363636363637,9.068181818181818,.263,89
2015118,3.5925925925925926,3.50,1.22,2.37,.681,.723,6.7407407407407405,4.283950617283951,9.209876543209877,.270,95
2016118,4.2823529411764705,4.18,1.32,2.56,.742,.729,6.741176470588235,4.0,9.352941176470589,.272,81
2017118,4.435294117647059,4.21,1.36,2.33,.734,.715,6.141176470588236,4.188235294117647,8.447058823529412,.249,80
2018118,5.556818181818182,5.34,1.48,2.00,.809,.661,6.625,3.477272727272727,8.056818181818182,.237,58
2019118,5.186813186813187,5.08,1.47,2.04,.799,.706,6.549450549450549,4.197802197802198,8.31868131868132,.245,59
2021118,5.116279069767442,5.04,1.47,2.18,.779,.693,6.5,4.104651162790698,8.081395348837209,.244,74
2022118,5.185185185185185,4.95,1.48,1.80,.768,.685,6.864197530864198,3.925925925925926,8.11111111111111,.240,65
2023118,5.404494382022472,5.26,1.44,2.19,.770,.660,6.415730337078652,3.6741573033707864,7.640449438202247,.230,56
2024118,3.9347826086956523,3.79,1.27,2.58,.695,.710,6.010869565217392,4.543478260869565,8.152173913043478,.246,86
2008119,4.0,3.65,1.32,2.27,.691,.702,6.853932584269663,4.134831460674158,8.640449438202246,.257,84
2009119,3.7710843373493974,3.53,1.26,2.03,.674,.754,7.9156626506024095,4.891566265060241,9.481927710843374,.273,95
2010119,4.488095238095238,4.10,1.34,2.33,.711,.744,7.321428571428571,4.773809523809524,9.178571428571429,.269,80
2011119,4.179775280898877,4.01,1.32,2.38,.715,.690,7.449438202247191,3.752808988764045,8.719101123595506,.257,82
2012119,3.6627906976744184,3.28,1.24,2.37,.671,.688,6.848837209302325,3.8488372093023258,8.209302325581396,.251,86
2013119,4.183908045977011,3.77,1.33,2.44,.713,.715,7.0344827586206895,3.8275862068965516,8.689655172413794,.260,92
2014119,3.6153846153846154,3.23,1.22,3.09,.681,.735,7.153846153846154,4.2967032967032965,8.87912087912088,.261,94
2015119,3.552941176470588,3.36,1.21,3.36,.667,.761,6.8352941176470585,4.2,8.364705882352942,.253,92
2016119,3.625,3.43,1.12,3.41,.644,.698,6.681818181818182,4.1477272727272725,7.9772727272727275,.238,91
2017119,3.340909090909091,3.17,1.12,3.56,.651,.788,7.159090909090909,5.1477272727272725,8.602272727272727,.256,104
2018119,3.9431818181818183,3.54,1.21,3.42,.686,.757,6.795454545454546,4.795454545454546,8.238636363636363,.244,92
2019119,3.8152173913043477,3.37,1.08,4.12,.659,.808,7.4021739130434785,5.217391304347826,8.891304347826088,.263,106
2021119,3.7126436781609193,3.18,1.12,3.37,.639,.746,7.609195402298851,5.045977011494253,8.011494252873563,.240,106
2022119,3.2195121951219514,2.91,1.08,3.58,.636,.762,6.951219512195122,5.0,8.524390243902438,.252,111
2023119,4.693181818181818,4.49,1.27,2.89,.718,.781,7.0227272727272725,5.5,8.215909090909092,.243,100
2024119,3.89010989010989,3.61,1.16,2.82,.664,.775,7.318681318681318,5.032967032967033,8.714285714285714,.255,98
2008120,4.966666666666667,4.53,1.46,1.81,.771,.670,7.222222222222222,3.6222222222222222,8.066666666666666,.239,59
2009120,5.573170731707317,5.13,1.55,1.35,.799,.745,8.048780487804878,4.329268292682927,8.926829268292684,.260,59
2010120,4.635294117647059,4.16,1.43,1.88,.749,.730,7.070588235294117,4.117647058823529,8.611764705882353,.258,69
2011120,3.9213483146067416,3.60,1.31,2.13,.711,.678,6.820224719101123,3.898876404494382,7.876404494382022,.236,80
2012120,3.4878048780487805,3.19,1.20,2.68,.661,.728,6.890243902439025,4.2073170731707314,8.585365853658537,.250,98
2013120,3.9545454545454546,3.61,1.23,3.03,.691,.688,6.25,3.840909090909091,7.988636363636363,.241,86
2014120,3.5,3.08,1.20,3.27,.661,.696,7.159090909090909,4.1022727272727275,8.431818181818182,.247,96
2015120,3.892857142857143,3.58,1.24,3.65,.682,.721,6.916666666666667,4.285714285714286,8.547619047619047,.254,83
2016120,3.5977011494252875,3.37,1.17,3.40,.666,.761,6.873563218390805,4.712643678160919,8.60919540229885,.254,95
2017120,4.395348837209302,4.10,1.27,3.03,.725,.815,7.162790697674419,5.534883720930233,9.755813953488373,.278,97
2018120,4.0,3.80,1.19,3.14,.708,.726,6.863636363636363,4.431818181818182,8.227272727272727,.244,82
2019120,4.617977528089888,4.38,1.30,3.08,.720,.765,6.764044943820225,4.943820224719101,8.584269662921349,.254,93
2021120,4.235294117647059,4.04,1.24,2.69,.706,.733,6.882352941176471,4.188235294117647,8.258823529411766,.253,65
2022120,5.447058823529412,5.12,1.47,2.10,.781,.693,6.870588235294117,3.9176470588235293,8.364705882352942,.250,55
2023120,5.125,4.81,1.49,1.95,.792,.708,6.818181818181818,4.068181818181818,8.875,.259,71
2024120,4.4222222222222225,4.02,1.28,2.95,.709,.679,6.166666666666667,4.233333333333333,7.911111111111111,.239,71
2008121,4.685393258426966,4.17,1.37,1.96,.727,.733,7.640449438202247,4.820224719101123,9.101123595505618,.261,89
2009121,4.670731707317073,4.29,1.44,1.65,.742,.736,7.585365853658536,4.329268292682927,9.060975609756097,.269,70
2010121,3.988235294117647,3.81,1.41,1.92,.734,.726,6.823529411764706,4.6,8.8,.260,79
2011121,4.306818181818182,3.97,1.33,2.23,.726,.722,7.579545454545454,4.443181818181818,9.068181818181818,.263,77
2012121,4.317647058823529,3.92,1.28,2.75,.708,.728,6.964705882352941,4.635294117647059,8.717647058823529,.259,74
2013121,4.5058823529411764,3.95,1.32,2.53,.719,.680,6.976470588235294,4.08235294117647,8.141176470588235,.235,74
2014121,3.943820224719101,3.59,1.31,2.26,.700,.675,7.303370786516854,3.9213483146067416,8.168539325842696,.238,79
2015121,3.5764705882352943,3.29,1.19,3.24,.665,.653,6.517647058823529,3.447058823529412,7.682352941176471,.232,90
2016121,3.5647058823529414,3.37,1.24,3.46,.694,.732,6.882352941176471,3.8941176470588235,8.0,.241,87
2017121,5.2976190476190474,4.92,1.47,2.38,.785,.773,6.857142857142857,4.821428571428571,8.595238095238095,.250,70
2018121,4.6117647058823525,4.29,1.33,2.81,.742,.695,6.823529411764706,3.9529411764705884,7.764705882352941,.231,77
2019121,5.177777777777778,4.86,1.38,2.77,.773,.757,7.0,4.666666666666667,8.78888888888889,.254,86
2021121,3.630952380952381,3.38,1.15,3.26,.653,.679,6.595238095238095,3.6785714285714284,7.238095238095238,.231,77
2022121,3.9518072289156625,3.80,1.20,3.25,.680,.729,6.927710843373494,4.843373493975903,8.734939759036145,.258,101
2023121,4.534090909090909,4.38,1.35,2.35,.745,.730,6.7727272727272725,4.568181818181818,8.090909090909092,.243,75
2024121,4.7727272727272725,4.20,1.32,2.22,.704,.733,6.9772727272727275,4.818181818181818,8.534090909090908,.247,89
